cook-time,cuisine,diet,difficulty,directions,dish-name,ingredients,link,description,picture,prep-time,rating
1 hr,indian,no info, Easy ,"Heat the oil in a heavy-based pan. Fry the onions gently for 5 – 10 mins until soft. Add the garlic, ginger, coriander, mustard seeds, garam masala and cumin and cook for 1 - 2 min allowing the aromas to release.
Add the chicken and cook for 10 mins over a gentle heat, flipping occasionally and making sure the spices don’t catch. Pour in around 300 ml boiling water until almost covering. Stir in the stock cube and cinnamon stick. Simmer for around 45 mins - 1 hour with the lid off so there is a small amount of thickened sauce at the bottom of the pan. Remove the cinnamon stick.
Stir in the yogurt and sultanas, heat through gently and serve. Scatter with coriander, if using.",Family meals: Mild chicken curry,"['1-1½ tsp coconut oil (we used Fushi) or sunflower oil', '1 large onion, finely chopped', '2 fat garlic cloves, crushed', '1cm fresh ginger, grated or finely chopped', '1 tsp ground coriander', '1 tsp yellow mustard seed', '1 tsp garam masala', '½ tsp ground cumin', '1 x 500g pack chicken pieces (thighs and drumsticks), or thighs', '1 chicken stock cube', '1 cinnamon stick', '250g Greek yogurt, at room temperature', '2 tbsp sultana', 'handful chopped coriander, to serve (optional)']",https://www.bbcgoodfood.com/recipes/2685649/family-meals-mild-chicken-curry,A mildly-spiced curry with a rich yogurt sauce that will appeal to adults and children alike,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1128464_10.jpg?itok=KpVBaOjP,10 mins,4
none,indian,no info, Easy ,"Shred the meat from the chicken and set aside. To make the sauce, mix the yogurt, mayonnaise, curry powder, chutney and some seasoning with half the coriander. Toss this through the chicken.
To make the slaw, mix the carrots, cabbage and mustard seeds in a large bowl with the remaining coriander, then season.
Heat the naan breads in the toaster. Allow 2 per person and top with some of the slaw, then the chicken mixture. Serve sprinkled with coriander, with extra slaw on the side.",Coronation chicken naans with Indian slaw,"['1 ready-roasted chicken, about 950g', '2 x packs 4 mini coriander and garlic naan bread', '150ml yogurt', '150ml light mayonnaise', '1 tbsp mild curry powder', '4 tbsp mango chutney', 'small bunch coriander, roughly chopped, plus extra to serve', '2 large carrots, grated', '1 red cabbage, shredded', '2 tsp black mustard seed']",https://www.bbcgoodfood.com/recipes/2248668/coronation-chicken-naans-with-indian-slaw,"Top Indian bread with shredded meat, fruity mild curry sauce and a carrot and cabbage slaw",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--994521_10.jpg?itok=E8k1VEAk,none,5
25 mins,indian,['Freezable'], Easy ,"Heat 2 tsp oil in a pan. Tip in the onions and a pinch of salt. Cook for about 8 mins until soft and golden.
Meanwhile, blitz the tomatoes, garlic and ginger in a food processor to a smooth purée. Add the curry paste to the onions and fry for 3 mins more. Stir in the tomato mix and simmer for 10 mins until thickened. Add the coconut milk and chopped coriander. Simmer again to thicken.
Dust the fish fillets in some seasoned flour. Heat the remaining oil in a non-stick frying pan. Cook the fillets, in batches, over a high heat for 1 min or so on each side, until they begin to brown. Carefully place fish in the tomato mixture and simmer until just cooked through. Scatter over coriander sprigs and serve with rice.",Fried fish & tomato curry,"['2 tbsp vegetable oil, plus 2 tsp', '2 onions, thinly sliced', '8 large vine tomatoes, roughly chopped', '4 garlic cloves', 'thumb-sized piece ginger, roughly chopped', '3 tbsp Madras curry paste', '165ml can coconut milk', 'large handful coriander, finely chopped, plus extra sprigs to serve', '500g pollock fillets, skinned', '6 tbsp plain flour', 'basmati rice, to serve']",https://www.bbcgoodfood.com/recipes/2248651/fried-fish-and-tomato-curry,Use a sustainable white fish like pollock in this southern Indian-style coconut and tomato curry with fresh coriander,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--993710_11.jpg?itok=eLHKrKvQ,10 mins,4
25 mins,indian,"['Vegetarian', 'Healthy']", Easy ,"To make the dressing, put the tamarind pulp in a small pan, pour over 75ml boiling water and add the sugar, cumin and ginger. Simmer, without a lid, until the dressing thickens and becomes syrupy, about 10-15 mins. It should have a pleasant tang – add extra sugar if needed.
While the tamarind is cooking, bring a large pan of salted water to the boil and add the potatoes. Return to the boil and cook for 15 mins until tender. Drain, then cool slightly before halving them. Transfer to a big mixing bowl and spoon over the dressing, gently stirring to make sure the potatoes are well coated. Drizzle over the yogurt, scatter over the coriander, and serve warm or at room temperature.",New potato & tamarind salad,"['1½ tbsp tamarind pulp or paste', '50g golden muscovado sugar', '1 tbsp ground cumin', 'thumb-sized piece ginger, chopped', '1.2kg new potato', '3 tbsp natural low-fat yogurt', '4 tbsp chopped coriander']",https://www.bbcgoodfood.com/recipes/2252643/new-potato-and-tamarind-salad,"Tamarind is commonly used to flavour potatoes in India, and makes this low-fat salad authentic and punchy",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1011460_11.jpg?itok=S1ezAnGD,15 mins,4
1 hr,indian,['Freezable'], Easy ,"Place the garlic, ginger, chillies and coriander stalks in the small bowl of a food processor with a good pinch of salt, and blend to a fine paste – or grind to a paste using a pestle and mortar.
Heat 2 tbsp of the ghee or oil in a large pan, add the onions and cook slowly for 15-20 mins until golden and caramelised. Tip in the garlic-ginger paste, turn up the heat and cook for a further 5 mins. Add the ground spices and cook for 2 mins more until fragrant. Scoop the spicy onion mixture out of the pan into a bowl.
Add the remaining ghee or oil to the pan and cook the chicken over a medium-high heat until browned all over. Tip into a bowl, cover and set aside.
Return the onion mixture to the pan along with the whole spices, tomatoes and a can full of water (400ml). Bring to the boil, then cover and simmer gently for 40 mins.
Return the chicken to the pan and cook, uncovered, for a further 10 mins until the sauce has thickened and the chicken is cooked through. Stir in the yogurt and cream, season well and scatter with coriander leaves. Serve with chapatis and rice.",Cardamom butter chicken,"['2 garlic cloves, roughly chopped', 'thumb-sized piece ginger, chopped', '2 green chillies, chopped (leave seeds in if you like it hot)', 'small bunch coriander, leaves picked, stalks roughly chopped', '3 tbsp ghee, or vegetable oil', '2 onions, sliced', '2 tsp each turmeric, garam masala and ground cumin', '1 tsp ground fenugreek', '4 chicken breasts, cut into 2½ cm cubes', '4 cloves', '12 cardamom pods, seeds removed', '1 cinnamon stick', '400g can tomato', '150ml pot yogurt', '50ml double cream', 'chapatis and rice, to serve']",https://www.bbcgoodfood.com/recipes/2220652/cardamom-butter-chicken,A homemade curry to rival your favourite Indian takeaway - a rich blend of spices mixed with creamy ghee,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--984573_10.jpg?itok=ika2uo1x,15 mins,5
15 mins,indian,no info, Easy ,"Heat the oil and fry the onion, ginger, garlic and chilli for 5 mins until starting to soften. Add the spices, curry leaves and potato, then cook for 1 min more. Stir in the coconut milk and tomatoes, cover and leave to simmer for 10 mins until the potato is tender.
Add the spinach and prawns. Cook for 1 min more until the spinach wilts and the prawns turn pink.
Meanwhile, make the rice. Tip the cumin into a pan and toast over a dry heat for 30 secs. Add the rice, salt to taste and 400ml water, then cover and cook for 8-10 mins until the rice is tender and the water has been absorbed. Serve with the curry.",Goan prawn & coconut curry with cumin rice,"['1 tbsp sunflower oil', '1 onion, thinly sliced', '1 tbsp freshly grated ginger', '2 garlic cloves, crushed', '1 red chilli, deseeded and sliced', '½ tsp turmeric', '½ tsp chilli powder', '1 tsp ground coriander', '10 curry leaves', '1 large potato, diced', '400ml can half-fat coconut milk', '8 cherry tomatoes, halved', 'handful baby spinach', '200g pack raw peeled prawn', '1 tsp cumin seed', '175g basmati rice']",https://www.bbcgoodfood.com/recipes/2534661/goan-prawn-and-coconut-curry-with-cumin-rice,"Spice up your mid-week meals with a curry in a hurry - throw in a handful of spices with shellfish, tomatoes, and spinach",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1070653_11.jpg?itok=fRkN0Pk8,15 mins,5
15 mins,indian,"['Vegetarian', 'Vegan']", Easy ,"Heat 2 tbsp sunflower oil in a large pan, add 1 finely chopped onion, 2 sliced garlic cloves and 1 tbsp chopped ginger, and fry for about 3 mins.
Stir in 500g potatoes, cut into 2cm chunks, 1 halved, deseeded and finely sliced red chilli, ½ tsp black mustard seeds, ½ tsp cumin seeds, ½ tsp turmeric and ½ tsp salt and continue cooking and stirring for 5 mins more. 
Add a splash of water, cover, and cook for 8-10 mins.
Check the potatoes are ready by spearing with the point of a knife, and if they are, add 250g spinach leaves and let it wilt into the pan. Take off the heat and serve.",Sag aloo,"['2 tbsp sunflower oil', '1 onion, finely chopped', '2 garlic cloves, sliced', '1 tbsp chopped ginger', '500g potato, cut into 2cm, ¾in chunks', '1 large red chilli, halved, deseeded and finely sliced', '½ tsp each black mustard seeds, cumin seeds, turmeric', '250g spinach leaves']",https://www.bbcgoodfood.com/recipes/2063642/sag-aloo,"Nutritious spinach makes the base for this traditional, healthy Indian side dish, combined with potato and spices",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/user-collections/my-colelction-image/2015/12/recipe-image-legacy-id--931476_11.jpg?itok=uKk4Rn_6,10 mins,5
20 mins,indian,['Freezable'], Easy ,"Slash each chicken breast deeply with a knife 3-4 times on one side. Put in a bowl and add 50g of the yogurt and the tikka paste. Mix well, cover and marinate in the fridge for 30 mins. Make the raita by stirring the cucumber and most of the mint into the rest of the yogurt. Season with black pepper, cover and chill.
Heat oven to 240C/220C fan/gas 9. Scatter the onion wedges over a foil-lined baking tray. Remove the chicken from the marinade, shake off any excess and place on top of the onion wedges. Cook for 20 mins.
Meanwhile, tip the rice, curry powder, peas and pepper into a pan of boiling water and simmer for 10 mins or until the rice is just tender. Drain well and divide the rice between 4 plates. Add the chicken, roasted onion and remaining mint. Serve with the cucumber raita.",Chicken tikka with spiced rice,"['4 skinless chicken breasts', '150g pot low-fat natural yogurt', '50g tikka paste', '100g/4oz cucumber, diced', '1 tbsp roughly chopped mint leaves', '1 red onion, cut into thin wedges', '140g easy-cook long grain rice', '1 tbsp medium curry powder', '50g frozen pea', '1 small red pepper, diced']",https://www.bbcgoodfood.com/recipes/2141640/chicken-tikka-with-spiced-rice,"Indian food needn't be a guilty pleasure - this healthy baked chicken with fragrant, fresh rice is nutritious and flavoursome",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--954536_11.jpg?itok=2IakF20F,10 mins,5
1 hr,indian,no info, Easy ,"Mix the marinade ingredients with 2 tsp salt and 1 tsp black pepper. Slash the legs of the chicken a few times, then rub the marinade all over, including under the skin of the breast. Marinate in the fridge for up to 24 hrs.
Heat oven to 200C/180C fan/gas 6. Put the onions, lemon halves and ginger in a roasting tin. Sit the chicken on top and roast for 1½ hrs or until the thigh juices run clear when tested with a skewer.
When the chicken is done, lift out of the tin, sit in a new dish, cover loosely with foil and leave to rest. Fish out the ginger from the tin and discard. Scrape out the roasted middles from the lemons into a food processor, add the onions and any pan juices, and whizz to a purée. Scrape the purée back into the tin and sit on the hob. Stir in the coconut milk and bubble gently, scraping up any chicken bits that have stuck. You can add a splash of water if the sauce is too thick. Stir in the coriander and serve with the chicken.",Tandoori roast chicken,"['1.8kg chicken', '2 onions, thickly sliced', '1 lemon, halved', 'thumb-sized piece ginger, peeled and thickly sliced', '400g can coconut milk', 'small bunch coriander, roughly chopped', '150ml pot natural yogurt', '1 tbsp tomato purée', 'juice 1 lemon', '1 tsp each hot chilli powder, turmeric, ground coriander, ground cumin, garam masala and ground cinnamon', '6 garlic cloves, whizzed to a paste with the ginger', '½ finger-length piece ginger, whizzed to a paste with the garlic', 'few drops red food colouring (optional)']",https://www.bbcgoodfood.com/recipes/1853673/tandoori-roast-chicken,"Serve this Indian spiced bird with rice, potatoes and vegetables for an alternative roast dinner",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--858451_10.jpg?itok=xDROmWP0,15 mins,5
10 mins,indian,['Healthy'], Easy ,"Heat oven to 200C/180C fan/gas 6. Tear off 4 large pieces of foil, double them up, then place a fish fillet in the middle of each. Spread over the curry paste. Divide the coconut, lime zest and juice, and soy between each fillet. Bring up the sides of the foil, then scrunch the edges and sides together to make 2 sealed parcels.
Put the parcels on a baking tray and bake for 10-15 mins. Tip the rice into a pan with plenty of water, and boil for 12-15 mins or until cooked. Drain well. Serve the fish on the rice, drizzle over the chilli sauce and scatter with sliced chilli. Serve with broccoli and lime wedges.",Curry coconut fish parcels,"['2 large tilapia fillets, about 125g/4½oz each', '2 tsp yellow or red curry paste', '2 tsp desiccated coconut', 'zest and juice 1 lime, plus wedges to serve', '1 tsp soy sauce', '140g basmati rice', '2 tbsp sweet chilli sauce', '1 red chilli, sliced', '200g cooked thin-stemmed broccoli, to serve']",https://www.bbcgoodfood.com/recipes/2360681/curry-coconut-fish-parcels,"Steam sustainable fish like tilapia in foil parcels with curry paste, coconut and lime then serve with rice for a healthy supper",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1047463_11.jpg?itok=NFZSExgP,10 mins,5
50 mins,indian,['Freezable'], Easy ,"In a very large bowl, mix half the spice mix, 1 tbsp each of the pastes, three-quarters of the yogurt and some salt. Stir in the onion wedges, peppers and chicken, then leave to marinate overnight in the fridge.
Fry the chopped onions in the oil until really soft. Add the remaining spice mix and pastes, the coriander stalks and chilli powder. Cook for 1 min, then stir in 100ml water and the passata. Simmer for 15 mins, then add the coconut cream and remaining yogurt. Leave chunky or blitz with a blender.
Heat oven to 220C/200C fan/gas 7. Spread the chicken and veg on a baking tray. Roast for 15-20 mins until cooked and slightly charred. Tip into the sauce. Serve with rice, naan, extra yogurt and coriander leaves.",Proper chicken curry,"['6 tbsp tandoori masala powder', '2 tbsp ginger paste', '2 tbsp garlic paste', '500g pot coconut yogurt, plus extra to serve', '4 onions, 2 cut into wedges, 2 chopped', '2 peppers, cut into large chunks', '1¼kg skinless chicken thigh, cut into large chunks', '1 tsp olive oil', 'big bunch coriander, stalks chopped', '2-3 tsp hot chilli powder', '680ml jar passata', '160ml can coconut cream', 'rice and naan bread, to serve']",https://www.bbcgoodfood.com/recipes/2491649/proper-chicken-curry,"Impress with this tandoori masala-spiced Indian dish with peppers, coconut and fresh coriander",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1096512_11.jpg?itok=ZS3a_HsG,20 mins,5
25 mins,indian,"['Freezable', 'Healthy']", Easy ,"Stir the lemon juice and 1 tsp salt into the fish pieces and set aside. Heat the oil in a large pan. Add the whole spices and curry leaves, cook for 3-4 mins, then add the onions. Fry until the onions are soft, then add the chillies, ginger and garlic. Tip in the tomatoes and the remaining spices and cook, uncovered, on a low heat for about 5-8 mins. Stir frequently to prevent the spices sticking and burning.
Pour 150ml water into the pan, bring to a simmer, then add the fish. Cover with a lid and cook for 5 mins more. Serve with rice.",Fisherman’s curry,"['juice 1 lemon', '750g boneless, skinless firm white fish, cut into large pieces', '1 tbsp vegetable oil', '1 cinnamon stick', '4 whole cloves', '4 green cardamom pods', '½ tsp whole black peppercorns', '10 fresh curry leaves', '2 onions, chopped', '3 green chillies, finely chopped', '1 tbsp grated ginger', '4 garlic cloves, finely chopped', '6 tomatoes, chopped or a 400g can chopped tomatoes', '1 tsp turmeric', '½ tsp chilli powder', '2 tsp ground coriander']",https://www.bbcgoodfood.com/recipes/2150645/fishermans-curry,"A light version of a classic Keralan fish curry using tomatoes, instead of coconut cream, and firm white fish like cod",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--967538_11.jpg?itok=GZiq_Myd,20 mins,4
30 mins,indian,"['Freezable', 'Vegetarian', 'Vegan']", Easy ,"Place the lentils in a large pan with 400ml water. Add turmeric and tamarind and boil for 25-30 mins until very soft.
Meanwhile, heat the oil in a frying pan and gently fry the shallots for 8-10 mins. When softened, add the spices, curry leaves, chillies and a good pinch of salt. Cook for another 2 mins, until fragrant.
Boil another pan of salted water and cook the beans for 4 mins until tender, then drain well.
Once the lentils are cooked, add the shallot spice mix and the beans, stir well and add more seasoning if necessary.",Sambar,"['250g red or yellow lentil', '½ tsp turmeric', '1 tbsp tamarind paste', '2 tbsp vegetable oil', '2 small shallots, finely chopped', '½ tsp ground asafoetida', '½ tsp ground fenugreek', '½ tsp black mustard seeds', '10 curry leaves', '7 small dried red chillies', '140g green bean, trimmed and cut in half']",https://www.bbcgoodfood.com/recipes/2150644/sambar,"A spiced lentil side dish from Kerala in South India with tamarind, asafoetida, fenugreek and mustard seeds",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--967533_11.jpg?itok=4pTtTGNl,10 mins,3
55 mins,indian,no info, Easy ,"Toast all of the spices in a dry pan, then grind to a powder using a pestle and mortar. Mix the lemon juice, garlic, ginger, coconut milk and chillies with a large pinch of salt and the other spices in a food processor to make a paste. Rub the marinade into the chicken and leave to marinate for at least 2 hrs or overnight, if possible, in the fridge.
Heat the oven to 220C/200C fan/gas 7. Place the chicken in a roasting tin and cook for 35 mins. Turn the grill to high, then grill it to crisp up the skin. Turn every few mins and cook for about 20 mins until charred. Scatter over coriander sprigs and serve with a simple salad of sliced red onion and green chilli.",Baked country chicken,"['1 tsp turmeric powder', '2 tsp coriander seed', '2 tsp mustard seed', '1 tbsp ground cumin seeds', '1 tsp ground fenugreek', '½ tsp black peppercorns', 'juice 2 lemons', '5 garlic cloves, crushed', '100g ginger, grated', '250ml coconut milk', '2 red chillies, deseeded and chopped', '8 pieces of chicken, bone in and skin on, or 1 whole chicken jointed', 'a few coriander sprigs']",https://www.bbcgoodfood.com/recipes/2150647/baked-country-chicken,Marinade chicken in lots of classic pungent Keralan spices and cool down with coconut milk for this chargrilled Indian main,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--967553_10.jpg?itok=RzlcgrVQ,20 mins,4
35 mins,indian,"['Freezable', 'Vegetarian']", Easy ,"Place all the vegetables in a saucepan and cover with 500ml water. Add the turmeric and a pinch of salt and bring to the boil. Simmer for 20-25 mins until tender.
Meanwhile, blend 4 chillies, the cumin, coriander, half the coconut, the onion and some seasoning in a food processor.
When the vegetables are tender, add the paste, curry leaves and remaining chilli and simmer for 5 mins. Stir in the yogurt and very gently simmer for 1 min. Scatter with remaining coconut and serve.",Keralan vegetable curry,"['1kg mix of vegetables including aubergine, carrot, okra, plantain, potato and squash, prepared appropriately and cut into chunks', '2 tsp turmeric', '5 small green chillies, 4 chopped, 1 left whole but split lengthways', '1 tsp ground cumin', '1 tsp ground coriander', '200g/7oz freshly grated coconut (see step-by-step prep guide)', '1 small onion, chopped', '10 curry leaves', '150ml plain yogurt']",https://www.bbcgoodfood.com/recipes/2150642/keralan-vegetable-curry,"This vegetarian curry brings together classic flavours of south-west India, including freshly grated coconut and green chilli",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--967500_10.jpg?itok=WkwuXdZD,25 mins,3
30 mins,indian,['Freezable'], Easy ,"Roughly chop 1 large onion, transfer to a small food processor, and add 3 tbsp of water - process to a slack paste. You could use a stick blender for this or coarsely grate the onion into a bowl – there’s no need to add any water if you are grating the onion. Tip into a small bowl and leave on one side.
Put 6 roughly chopped garlic cloves and 50g roughly chopped ginger into the same food processor and add 4 tbsp water – process until smooth and spoon into another small bowl. Alternatively, crush the garlic to a paste with a knife or garlic press and finely grate the ginger.
Heat 4 tbsp vegetable oil in a wok or sturdy pan set over a medium heat.
Combine 2 tsp cumin seeds and 1 tsp fennel seeds with a 5cm cinnamon stick and 1 tsp chilli flakes and add to the pan in one go. Swirl everything around for about 30 secs until the spices release a fragrant aroma.
Add the onion paste – it will splutter in the beginning. Fry until the water evaporates and the onions turn a lovely dark golden - this should take about 7-8 mins.
Add the garlic and ginger paste and cook for another 2 mins – stirring all the time.
Stir in 1 tsp garam masala, 1 tsp turmeric, and 1 tsp caster sugar and continue cooking for 20 secs before tipping in a 400g can chopped tomatoes.
Continue cooking on a medium heat for about 10 mins without a lid until the tomatoes reduce and darken.
Cut 8 skinless, boneless chicken thighs into 3cm chunks and add to the pan once the tomatoes have thickened to a paste.
Cook for 5 mins to coat the chicken in the masala and seal in the juices, and then pour over 250ml hot chicken stock.
Simmer for 8-10 mins without a lid until the chicken is tender and the masala lightly thickened – you might need to add an extra ladleful of stock or water if the curry needs it.
Sprinkle with 2 tbsp chopped coriander and serve with Indian flatbreads or fluffy basmati rice and a pot of yogurt on the side.",Home-style chicken curry,"['1 large onion', '6 garlic cloves, roughly chopped', '50g ginger, roughly chopped', '4 tbsp vegetable oil', '2 tsp cumin seeds', '1 tsp fennel seeds', '5cm cinnamon stick', '1 tsp chilli flakes', '1 tsp garam masala', '1 tsp turmeric', '1 tsp caster sugar', '400g can chopped tomatoes', '8 chicken thighs, skinned, boneless (about 800g)', '250ml hot chicken stock', '2 tbsp chopped coriander']",https://www.bbcgoodfood.com/recipes/1993658/homestyle-chicken-curry,A rustic and authentic quick Indian one-pot packed with tonnes of hot Asian spices and fragrant coriander,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/user-collections/my-colelction-image/2015/12/recipe-image-legacy-id--908515_10.jpg?itok=rhm4Vwap,15 mins,5
none,indian,['Freezable'], Easy ,"Put the chicken, ginger, garlic, chilli powder, coriander, lime juice and 1 tbsp of oil in a bowl. Stir, and set aside. Chop the onion, and seed and chop the chilli.
Heat a large shallow pan. Tip in the chicken and marinade and fry for about 6-8 minutes, stirring occasionally.
Meanwhile, heat the remaining oil in a pan and fry the onion and chilli for 3-4 minutes until just soft. Add the turmeric and stir fry for 1 minute. Lower the heat, pour in the cream and simmer for 2-3 minutes.
Add the chicken and simmer for 5 minutes, or until cooked. Season and stir in the lemon juice. Serve with rice and naan bread.",Creamy masala chicken,"['4 boneless, skinless chicken breasts, cubed', '3cm piece fresh root ginger, peeled and chopped', '2 garlic clove, chopped', '1 tsp mild chilli powder', '2 tbsp fresh coriander, chopped', 'juice of 1 lime', '2 tbsp vegetable oil', '1 onion', '1 red chilli', '1 tsp ground turmeric', '284ml carton double cream', 'juice of ½ lemon', 'basmati rice and naan bread, to serve']",https://www.bbcgoodfood.com/recipes/1884/creamy-masala-chicken,A mild chicken curry with oodles of flavour,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--52447_10.jpg?itok=eBgwBFUX,none,4
30 mins,indian,['Easily halved'], Easy ,"Heat the oil in a large pan, fry the onions for 5 mins until golden and softened, then tip onto a plate. Add the chicken breasts, browning for a few mins on each side, then stir in the balti paste, quinoa and onions. Sizzle for a few mins, then pour in the tomatoes and stock and give everything a good mix. Bubble for 25 mins until the quinoa is tender and saucy.
Stir in the cashews and most of the coriander with some seasoning, then pile into bowls and scatter over the rest of the coriander to serve.",Spiced chicken balti,"['1 tbsp sunflower oil', '2 large onions, thickly sliced', '4 skinless chicken breasts', '4 tbsp balti curry paste', '200g quinoa', '400g can chopped tomato', '1l chicken stock', '50g roasted salted cashew', 'small bunch coriander, leaves chopped']",https://www.bbcgoodfood.com/recipes/6303/spiced-chicken-balti,Compliments came rolling in about this almost as soon as the magazine went on sale. Try it and let us know your thoughts,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--52062_11.jpg?itok=K2IEt4DS,5 mins,4
50 mins,indian,no info, Easy ,"Using a hand blender or mini food processor, whizz marinade ingredients to a smooth paste, then season with salt. Lay the lamb in a ceramic dish and coat with the marinade. Cover in cling film and leave to marinate in the fridge for at least 4 hrs or preferably overnight.
If you are using a charcoal barbecue, wait for the coals to become white and glowing (light the barbecue about an hour before you want to cook the lamb). If using a gas barbecue, cook the lamb over medium heat. Lift lamb out of the marinade and barbecue, flesh-side down, for about 25 mins. Flip it over and give the fat side about 15 mins. When the lamb has a dark brown crust and is cooked to your liking, leave it to rest on a board for 15 mins. (If the weather forces you indoors, the lamb can be roasted at 220C/200C fan/gas 7 for about an hour for pink meat; the breads can be cooked on a very hot griddle).
To serve, carve the lamb into thick slices and scatter with the coriander and some of the Pickled red onion (see below). Serve the remaining onion in a dish alongside the raita and breads (see recipes, below).",Indian spiced barbecued lamb,"['1 butterflied leg of lamb, about 2½ kg/5lb 8oz (ask your butcher to do this for you)', 'finger-length piece ginger, chopped', '4 garlic cloves, roughly chopped', '1 tbsp each turmeric, garam masala and cumin seeds', '1 tsp paprika', 'handful coriander leaves, plus extra sprigs to serve', 'juice 1 lemon', '150ml natural yogurt']",https://www.bbcgoodfood.com/recipes/531671/indian-spiced-barbecued-lamb,"Yogurt-based marinades create a delicious thin crust when they char, so are ideal for barbecues",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--291494_10.jpg?itok=532Hd_if,20 mins,5
10 mins,indian,"['Good source of vitamin c & folic acid, 2 of 5-a-day', 'Easily doubled / halved', 'Vegetarian']", Easy ,"Heat the oil in a large non-stick pan or wok, sizzle the cumin and mustard seeds for 1 min, then add the chilli, ginger and turmeric. Fry until aromatic, then add the greens, a pinch of salt, a splash of water and the peas.
Cover the pan and cook for 4-5 mins until the greens have wilted. Add the lemon juice, ground coriander, half the fresh coriander and half the desiccated coconut, then toss everything together. Pile into a serving dish and scatter with the rest of the coconut and coriander.",Indian spiced greens,"['1 tbsp vegetable oil', '1 tsp cumin seed', '½ tsp mustard seed', '4 green chillies, finely chopped', 'large piece fresh root ginger, grated', '½ tsp turmeric', '500g shredded greens, such as kale, Brussels sprouts, or any other', '100g pea', 'juice 1 lemon', '½ tsp ground coriander', 'small bunch coriander, roughly chopped', '2 tbsp unsweetened desiccated coconut']",https://www.bbcgoodfood.com/recipes/5823/indian-spiced-greens,"This recipe suits any greens you have to hand – from shredded kale to Brussels sprouts. For the less adventurous, less chilli can be used",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--9393_11.jpg?itok=4SHXOpVk,10 mins,4
