cook-time,diet,difficulty,directions,dish-name,ingredients,link,description,picture,prep-time,rating
1 hr,"['Freeze once cooked', 'Vegetarian']", More effort ,"Gently fry the leeks in the butter until softened. Add the mushrooms, mace and thyme, and turn up the heat a bit to soften the mushrooms and drive off any liquid that comes out of them. Stir in the potato for 2 mins, followed by the lentils, chestnuts and cream. Cook for 2 mins more, then take off the heat and stir in the 4 tbsp cranberries.
To make the pastry, put the flour and suet in a food processor with 1 tsp salt. Whizz together until you can’t see any big suet lumps, then keep pulsing while you add the milk, a spoon at a time, until the pastry comes together.
Roll out a quarter of the pastry on a lightly floured surface, then use 4 individual pie dishes to cut 4 pastry lids – we used 4 x 250ml ramekins. Use a small star cutter to cut out a star from each lid, then keep stars and lids covered with cling film.
Cut 4 strips of baking parchment and use a little butter to stick one in each pie dish, so the ends of the strips stick outeach side to help you remove the pies when baked. Gather lid scraps with the remaining pastry and divide into 4 equal pieces. Roll out each to £1 coin thickness and use to line each pie dish with an overhang. Divide the filling between the dishes. Top each with a lid, and roll down the overhang to meet the lid. Use a fork’s prongs to press and seal edges. The pies can now be covered and chilled for up to 24 hrs before baking.
To bake, heat oven to 220C/200C fan/ gas 7. Brush each pie with beaten egg and bake for 30 mins. Lift pies from dishes and sit directly onto a baking sheet. Mix 20 cranberries with the redcurrant jelly and divide between the star holes on top. Brush pastry stars with beaten egg, add a small thyme sprig to each, then add to the pie baking sheet and put back in the oven for 5-10 mins, until pies and stars are golden and crisp. Top each pie with a star and serve.",Individual Christmas pies,"['200g leek, thinly sliced', '25g butter, plus a knob', '100g mushroom, finely chopped', '4 good pinches ground mace', '4 good pinches thyme leaves, plus a few extra small sprigs to decorate', '100g potato, grated', '100g Puy or green lentil, from a can, rinsed and drained', '100g cooked chestnut, finely chopped', '8 tbsp double cream', '4 tbsp cranberry, plus about 20 to decorate', '1 egg, beaten, to glaze', '2 tsp redcurrant jelly', '200g plain flour, plus a little extra', '100g light vegetarian suet', '8 tbsp milk']",https://www.bbcgoodfood.com/recipes/1799642/individual-christmas-pies,"This recipe for a stunning vegetarian Christmas alternative, can easily be reduced or increased to make as many as you need",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1259551_8.jpg?itok=mp7EZn0i,1 hr,5
1 hr,['Vegetarian'], A challenge ,"Cook the pearl barley with the stock cube according to pack instructions. Reserve 4 tbsp of the cooking stock, then drain the grains well. Bring a large pan of salted water to the boil, then add the parsnips, and cook until really soft. Drain well, tip back into the pan to steam dry for a few minutes, then roughly mash. Mix the ground flax or linseeds with the reserved stock water, and leave to go gluey.
Put the butter and oil in your largest frying pan with the onions and garlic. Fry gently until soft and golden, then stir in the mushrooms, rosemary and sage. Fry the mushrooms until golden too, and any liquid that comes out has evaporated. Scrape into a big mixing bowl and set aside to cool.
Grease a 22-24cm savarin or ring tin generously with butter, then line with thin strips of overlapping baking parchment if it’s not a non-stick tin. Add the mashed parsnip, cooked pearl barley, gluey seed mix, grated hard cheese, chopped parsley and whole hazelnuts to the fried mushroom mixture. Season generously with salt and nutmeg, then mix everything together really well. Spoon the filling into the tin, and press down firmly to fill the tin and flatten the top. Keep in the fridge for up to 24 hrs before baking.
Heat the oven to 200C/180C fan/gas 6 and cover the tin with foil. Bake for 45 mins, until a skewer poked into the centre of the mixture comes out piping hot. Use a small palette or cutlery knife to release the filling all the way around, then sit a serving plate on top and flip over. Carefully lift off the tin, and top the wreath with some parsnip crisps and whole pumpkin seeds to serve – plus some extra rosemary sprigs if you like. Slice into wedges and enjoy.","Parsnip, mushroom & barley wreath","['150g pearl barley', '1 vegetable stock cube', '330g parsnips, peeled and cut into chunks', '2 tbsp ground linseeds (or flaxseed)', '2 tbsp butter', '2 tbsp olive oil, plus extra for greasing', '1 onion, halved and sliced', '3 garlic cloves, crushed', '400g mixed mushrooms, cleaned and sliced', '1 rosemary sprig, leaves stripped, plus extra to decorate if you like', '3 sage leaves, shredded', '100g blanched hazelnuts, toasted until golden', '50g vegetarian Italian-style hard cheese, grated', 'small pack flat-leaf parsley, finely chopped', 'a good grating of nutmeg', '3 tbsp pumpkin seeds', 'handful parsnip crisps with sea salt & black pepper, or similar']",https://www.bbcgoodfood.com/recipes/parsnip-mushroom-barley-wreath,"The perfect vegetarian Christmas or Sunday lunch centrepiece - a low-calorie nut loaf packed with grains, root vegetables, mixed mushrooms, herbs and spice",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/11/wreath.jpg?itok=Bf2RM8Br,50 mins,4
1 hr,"['Vegetarian', 'Vegan']", Easy ,"Heat oven to 200C/180C fan/gas 6. Put the potatoes on a baking tray, toss with 1 tbsp of the oil, season and roast for 25 mins.
While the potatoes roast, heat another 1 tbsp oil in a frying pan and cook the onion over a medium heat for about 7-10 mins to soften. Stir in the garlic, chilli flakes and sage and cook for another minute or 2. Remove from the heat and add the chestnuts, cranberry sauce and the sweet potato cubes. Season a little. 
Line a 20cm square tin with a rectangle of baking parchment that comes up two sides of the tin (this is to help you remove it later). Put 1 sheet of filo in the tin, brushing the bottom and sides with a little of the remaining oil, then add another piece of filo going in the other direction (like a cross). Brush with more oil on the bottom and sides, and repeat with another 2 sheets of filo.
Spoon the sweet potato mixture into the tin and fold over the filo to cover, brushing with a little more of the oil. Brush the last piece of filo with the remaining oil, then scrunch on top of the parcel. Put in the oven and bake for 30 mins. 
To serve, use the baking parchment to lift the parcel out of the tin and cut into four.",Sweet potato parcel,"['4 sweet potatoes (about 750g), peeled and cut into 2-3cm chunks', '5 tbsp cold pressed rapeseed oil', '1 onion, thinly sliced', '2 large garlic cloves, crushed', '½ tsp chilli flakes', '1 small bunch sage, leaves sliced', '180g pack chestnuts, roughly chopped', '3 tbsp cranberry sauce', '5 sheets filo pastry (we used Jus-Rol)']",https://www.bbcgoodfood.com/recipes/sweet-potato-parcel,"Bake this moreish sweet potato parcel as a vegan Christmas Day centrepiece, enhanced with the festive flavours of sage and chestnuts",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2018/10/sweet-potato-sage-chestnut-parcel.jpg?itok=lkxSvb5n,15 mins,4
2 hrs,"['loaves and sauce', 'Vegetarian']", A challenge ,"Heat oven to 180C/160C fan/gas 4. Toss the carrot chunks, sweet potato and parsnip with 2 tbsp of the oil on a baking sheet. Roast in the oven until golden and tender – about 20-25 mins.
Meanwhile put the last tbsp of oil in a deep frying or sauté pan with the onion, and cook gently for around 8-10 mins to soften. Stir in the saffron and rice, then stir in the stock. Bring to the boil, then reduce the heat so the rice is gently simmering and cook, stirring occasionally for 25 mins or until the rice is tender and stock just absorbed – like a paella. Stir in the cinnamon, coriander and both types of cumin, plus the chopped apricots and take off the heat. Leave to cool with the roasted veg while you get the rest of the ingredients and tins ready.
Roughly chop the pistachios. Grease 8 small loaf tins with a little oil, then cut long strips of baking parchment to line the base and ends of each tin – with overhangs to help you lift out the loaves when they’re done.
Scrape the cooled rice into a big mixing bowl and stir through the beaten eggs with salt and pepper. Scatter over chickpeas if using, plus the roasted veg and 100g of the pistachios and fold through. Divide the mixture between the loaf tins, and use your hands to neatly round the tops. The loaves can be chilled for up to 2 days before baking now.
Make the sauce by combining all the ingredients with a little salt and pepper in a saucepan. Simmer for 20 mins until thickened and rich. Again, this can sit in the fridge for up to 2 days.
An hour before you want to serve, heat the oven to 200C/180C fan/gas 6. For the roasted pomegranate roots, mix the carrots, beetroot, shallots and oil in a big roasting tin with some seasoning. Roast on the top shelf for 15 mins, with an empty tray heating on the bottom shelf.
Stir the cumin seeds, pomegranate molasses, orange juice and zest through the veg and put back on the top shelf. Sit the Persian rice loaves on the preheated tray, and bake for another 30 mins together. Finally, stir the pomegranate seeds through the veg, and swap the shelves – so the loaves sit on the top, for a last 5 mins of cooking. Meanwhile gently reheat the sauce.
Carefully lift the loaves out of their tins onto a platter, and scatter with the last 50g of chopped pistachios plus some coriander leaves. Let guests help themselves, sitting the Persian loaves in a pool of tangy tomato sauce – with spoonfuls of the roasted pomegranate roots, couscous, salad leaves and Greek yogurt alongside.",Persian pilaf & roasted root loaves,"['200g carrots, peeled and cut into 1-2cm chunks', '200g sweet potatoes, peeled and diced like the carrots', '200g parsnips, peeled and diced like the carrots too', '3 tbsp olive oil, plus extra for greasing', '1 red onion, finely chopped', 'pinch of saffron', '1 tsp ground cinnamon', '1 tsp ground cumin', '1 tsp ground coriander', '2 tsp cumin seeds', '225g paella rice', '550-600ml vegetable stock', '100g dried apricots, diced', '400g can chickpeas, drained - optional (good for bulking the mixture if you want to feed another mouth)', '150g shelled pistachios', '2 large eggs, beaten with a fork', 'handful coriander leaves', '500g tub Greek yogurt, to serve', 'couscous and green salad, to serve', '400g can chopped tomatoes', '500g carton passata', '2 tbsp honey', '2 tbsp red wine vinegar', '2 tbsp pomegranate molasses', '1 tbsp harissa paste', '500g chantenay carrots, scrubbed', '500g baby beetroots', '250-300g small shallots, peeled and halved', '2 tbsp olive oil', '1 tbsp cumin seeds', '3 tbsp pomegranate molasses', 'zest and juice 1 orange', '150g pomegranate seeds']",https://www.bbcgoodfood.com/recipes/persian-pilaf-roasted-root-loaves,These vibrant individual pistachio nut roasts with honeyed pomegranate and harissa tomato sauce can also be made as one impressive centrepiece loaf,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/11/loaf.jpg?itok=Kf68k_PJ,40 mins,5
2 hrs,"['Freezable', 'Gluten-free', 'Vegetarian']", Easy ,"Heat oven to 160C/140C fan/gas 3. Heat the butter in a casserole dish until sizzled to a nutty brown. Add the onion and fry for 15 mins over a medium heat until soft and starting to colour.
Tip the remaining ingredients into a large pan and cover with a tight-fitting lid. Put in the oven for 1 hr, then stir, cover and cook for a further 1 hr until the cabbage is tender. If it looks dry, add a splash of water; if there’s still liquid in the pan once cooked, turn the heat up until it evaporates. Season with a little salt and serve. Can be prepared up to three days ahead and chilled or frozen for up to three months; reheat in the microwave or in a pan on the hob.","Red cabbage with port, prunes & orange","['50g butter', '1 large onion, sliced', '1 large red cabbage, quartered, cored and thinly sliced', '200ml port', '1 orange, juiced and zested', '1 large cinnamon stick', 'pinch of ground cloves', '2 tbsp light brown soft sugar', '100g pitted prunes, roughly chopped']",https://www.bbcgoodfood.com/recipes/red-cabbage-port-prunes-orange,"Flavour red cabbage with port, prunes and orange for an indulgent festive side dish that delivers two of your 5-a-day. It can be made in advance and frozen for up to three months",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2018/10/red-cabbage-with-port-prunes-orange.jpg?itok=UMIpjSjl,25 mins,5
50 mins,['Vegetarian'], More effort ,"Heat oven to 180C/160C fan/gas 4. Bring a large pan of salted water to the boil. Drop in the cauliflower florets and cook for 10 mins until soft but holding their shape. Drain and allow to steam-dry.
Meanwhile, heat the oil and butter in a frying pan over a medium heat. Add the onion and a pinch of salt, then cook for 8 mins until softened and caramelising. Stir in the garlic, chopped sage leaves and chopped chestnuts, and cook for 2 mins or until fragrant. Remove the pan from the heat and leave to cool slightly.
Grease and line the base of a 23cm springform cake tin with baking parchment. Put the flour, polenta, baking powder and cheese in a large bowl. Whisk in the eggs so that you have a smooth batter, then carefully fold in the cooked onion mixture and cauliflower.
Tip the mixture into the prepared tin and arrange the remaining sage leaves and chestnuts on top. Bake for 40 mins until golden brown. Serve warm as a main course with a big green salad, if you like.","Cauliflower, chestnut & sage cake","['1 medium cauliflower (about 500g chopped weight), leaves trimmed and cut into florets', '1 tbsp olive oil', '25g butter, plus extra for greasing', '1 large onion, chopped', '2 fat garlic cloves, chopped', '1 small pack sage, half the leaves picked, largest ones left whole, remaining, finely chopped', '180g pack cooked chestnuts, 2/3 roughly chopped, the rest halved', ""100g '00' flour"", '100g polenta', '2 ½ tsp baking powder', '150g parmesan (or vegetarian alternative), grated', '8 large eggs, beaten', 'green salad, to serve (optional)']",https://www.bbcgoodfood.com/recipes/cauliflower-chestnut-sage-cake,"If you need more cauliflower cheese in your life, this savoury cake with chestnuts is the perfect party option. Serve golden brown with a green salad",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/10/cauliflower-cake.jpg?itok=O4692brp,15 mins,4
1 hr,"['Gluten-free', 'Vegetarian']", Easy ,"Heat the butter in a saucepan. Add the leeks, rosemary and bay leaf, then cover and cook very gently over a medium-low heat for 15-20 mins until the leeks are soft. Pour over the milk and almost all of the cream, then season and bring to the boil. Remove from the heat and leave to cool a little, then scoop out the bay leaf.
Pour a little of the leek mixture into an ovenproof gratin dish. Arrange a layer of celeriac in the dish, then season. Spoon over some more of the leek mixture and scatter with a little cheese. Repeat the process, alternating between layers of the leek mixture, cheese and celeriac slices, then finish with a drizzle of cream and the last of the cheese. Can be prepared up to a day ahead and kept in the fridge. 
Heat oven to 180C/160C fan/gas 4. Bake the gratin for 1 hr-1 hr 15 mins until the top is golden and the celeriac is tender when poked with a knife. If the gratin is browning a little too much, cover the dish in foil. Can be chilled, then reheated in a microwave or oven on a low heat with a drizzle more cream.","Cheesy celeriac, leek & rosemary gratin","['25g butter', '2 leeks, outer layer removed, washed of any grit and sliced into rings', 'small handful rosemary leaves, roughly chopped', '1 bay leaf', '300ml double cream', '300ml milk', '1 celeriac (about 500g), peeled, quartered and thinly sliced', '100g cheddar or gruyère, coarsely grated']",https://www.bbcgoodfood.com/recipes/cheesy-celeriac-leek-rosemary-gratin,Combine celeriac and leek with mature cheddar for an indulgent Christmas side dish. A spoonful of mustard or horseradish stirred through the cream wouldn’t go amiss,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2018/10/cheesy-celeriac-leek-rosemary-gratin.jpg?itok=zffKlmmr,25 mins,5
55 mins,['Vegetarian'], More effort ,"Melt the butter in a large frying pan. Add the leeks and garlic, stir well, cover and cook for 10 mins until the leeks are soft, stirring a few times to check that they don’t catch. Tip into a large bowl. Put the spinach in the pan and allow it to wilt. Leave to cool and, when cold, squeeze out as much liquid from it as you possibly can.
Tip the chestnut purée into the bowl with the leeks and add the 3 eggs, the nutmeg, chestnuts, spinach, breadcrumbs, cheese and seasoning, and stir until well mixed. Chill for at least 1 hr until the mixture firms up.
Heat oven to 220C/200C fan/gas 7. On a lightly floured work surface, roll out the pastry to a rectangle large enough to completely enclose the filling. Carefully lift onto a large, long baking tray that has been lined with baking parchment, then brush round all the edges of the pastry with the remaining egg. Spoon the filling down the centre of the length of the pastry, leaving the ends clear. Tuck the ends over the filling, then firmly lift up the sides to wrap them round, trimming away any excess pastry as you go. Brush with more egg to glaze, then make a few holes in the top so steam can escape as it cooks. Bake for 40 mins until golden and the filling is firm. Remove from the oven, brush with more glaze and bake for 10 mins more.
To make the sauce, heat the stock in a medium pan, add the leeks, boil for 5 mins, then take off the heat and scoop out 2 tbsp of the leeks. Blitz the rest in the pan with the cornflour using a hand blender, then cook, stirring, until thickened. Pour in the cream and reserved leeks and warm through. Can be made 2 days ahead and chilled. Serve the pastry in thick slices with the sauce.","Chestnut, spinach & blue cheese en croûte","['50g butter', '500g pack leeks, thickly sliced', '3 garlic cloves, thinly sliced', '240g bag baby spinach', '415g can chestnut purée', '3 large eggs, plus 1 for glazing', '½ nutmeg, finely grated', '200g pack vacuum-packed whole cooked chestnuts, halved', '85g fresh white breadcrumbs', '220g pack blue Shropshire cheese, rind trimmed, diced', '500g pack all-butter puff pastry', '500ml vegetable stock', '2 leeks, thinly sliced', '1 tbsp cornflour', '300ml pot double cream']",https://www.bbcgoodfood.com/recipes/chestnut-spinach-blue-cheese-en-croute,This vegetarian main course is packed with festive flavours and wrapped in flaky butter pastry - a real Christmas treat,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/user-collections/my-colelction-image/2015/12/chestnut-spinach-blue-cheese-en-croute.jpg?itok=ei49UtDa,1 hr,5
10 mins,"['Freezable', 'Nut-free', 'Vegetarian']", Easy ,"Wash and peel the baby carrots, keeping the green tops intact. Put them in a medium saucepan and half-fill with salted water. Bring to the boil and cook for 4 mins or until just tender. Drain, then transfer to a serving dish, season and stir in the butter.",Buttered baby carrots,"['500g baby carrots', '1 tbsp butter']",https://www.bbcgoodfood.com/recipes/buttered-baby-carrots,"There's nothing better than soft, buttery carrots to go along with your favourite roast. You can keep this side simple or tweak it with our delicious twists",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/11/buttered-carrots.jpg?itok=WRqLPW9L,5 mins,5
50 mins,['Vegetarian'], Easy ,"Top and tail 500g parsnips, cutting any larger ones in half lengthways, then put in a large saucepan, cover with salted water, bring to the boil and cook for 5 mins.
Drain in a colander and let them steam-dry for a few mins.
Heat oven to 190C/170C fan/ gas 5.
Sprinkle 1 tbsp flour and 1 tbsp honey over the parsnips and toss to coat.
Put the parsnips in a roasting tin with 2 tbsp sunflower oil, 2 tbsp butter and seasoning.
Roast for 40 mins, turning halfway, until golden.",Honey-roasted parsnips,"['500g parsnips', '1 tbsp flour', '1 tbsp honey', '2 tbsp sunflower oil', '2 tbsp butter']",https://www.bbcgoodfood.com/recipes/honey-roasted-parsnips,"These golden, honeyed parsnips have just the right mix of earthiness and sweet glaze to make a moreish Christmas side dish, and they’re quick to prepare",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/11/honey-roasted-parsnip.jpg?itok=EBo_0ecM,5 mins,5
1 hr,['Vegetarian'], Easy ,"Heat oven to 200C/180C fan/gas 6. Put the parsnips on a baking tray, drizzle with the olive oil, season well and roast for 30 mins or until tender and nicely caramelised. Reduce the temperature to 180C/160C fan/gas 4.
In a large bowl, whisk together the cream, eggs, half the butter, half the cheese and half the thyme. Season well, then add the truffle oil, brioche and parsnips, and leave for 10 mins.
Lightly oil a medium baking dish and tip in the soaked brioche mixture. Heat the remaining butter in a shallow pan and cook until the butter turns brown. Add the hazelnuts and remaining thyme and cook for 2 mins before spooning over the top of the pudding. Cover the dish with foil, and cook in the oven for around 50 mins until puffed up and starting to caramelise. Remove the foil, sprinkle with the remaining cheese and place back in the oven for 15 mins to brown fully. Scatter over the black truffle, if using, add an extra drizzle of truffle oil, the extra thyme and serve.",Truffled parsnip & brioche pudding with hazelnut & thyme butter,"['300g parsnips, peeled and cut into small chunks', '1 tbsp olive oil, plus extra for greasing', '350ml double cream', '3 large eggs, beaten', '85g unsalted butter, softened', '100g vegetarian-style parmesan, grated', '1 tbsp picked thyme leaves, plus extra to serve', '2 tbsp good-quality white truffle oil, plus extra to drizzle', '300g brioche loaf, cut into small chunks', '25g blanched hazelnuts, halved', '1 small black truffle, thinly sliced (optional)']",https://www.bbcgoodfood.com/recipes/truffled-parsnip-brioche-pudding-hazelnut-thyme-butter,"This decadent, savoury take on the classic bread & butter pudding can be served as a vegetarian centrepiece, or an indulgent side dish",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/truffled-parsnip-brioche-pudding-with-hazelnut-thyme-butter.jpg?itok=u2EKgFAu,40 mins,5
1 hr,"['Freezable', 'Vegetarian']", More effort ,"Heat oven to 200C/180C fan/gas 6. Peel the shallots, cut in half lengthways and place in a single layer on a baking tray, cut-side up. Drizzle with the oil, season well and bake for 20-25 mins. Take the tray out of the oven and drizzle with the balsamic vinegar. Sprinkle with the sugar and return to the oven for 10 mins more or until golden brown and softened. Leave to stand for 10 mins.
Unroll the pastry onto a work surface lightly dusted with flour and cut out 4 x 13cm discs (or 6 x 11cm discs if making for starters), using a bowl or saucer as a guide, if you like. Divide the shallots between 4 x 12cm non-stick, preferably loose-based mini cake tins (or 6 holes of 2 x 4-hole non-stick Yorkshire pudding tins), arranging cut-side down, nice and snugly. Scatter the chestnuts on top and press down lightly. Sprinkle with the thyme leaves and season. Place a disc of puff pastry over the shallots and chestnuts in each tin and ease down the sides using a round-bladed knife. Prick with a fork all over. Can be frozen at this point (see tip, below left) or covered with cling film and kept in the fridge for up to 8 hrs before baking.
To make the mushroom sauce, put the dried mushrooms in a measuring jug and cover with 200ml just-boiled water. Leave to stand for 20 mins. Drain in a sieve and reserve the soaking liquor. Put the mushrooms on a board and roughly chop. Heat the oil in a medium frying pan and fry the chestnut mushrooms over a high heat for 2-3 mins until lightly browned. Reduce the heat, stir in the butter and, as soon as it has melted, add the flour and the soaked mushrooms and cook for a few secs, stirring.
Slowly add the mushroom liquor, taking care to avoid adding any gritty bits from the bottom of the jug, then add the madeira, stirring well between each addition. Bring the sauce to a simmer and cook for 2 mins, stirring. Adjust the seasoning to taste.
Heat oven to 220C/200C fan/gas 7. Place the cake tins on a baking tray and bake the tatins for 20-25 mins or until the pastry is golden brown and risen. Leave to cool for 5 mins, then turn out onto warmed plates. If the shallots stick to the tin, gently ease them out with a round-bladed knife and rearrange them on the pastry. While the tatins are resting, gently warm the sauce. Spoon the mushrooms on top of each tatin and allow the sauce to drizzle onto the plates. Garnish with more thyme and serve with the vegetables.",Chestnut & shallot tatins with mushroom & madeira sauce,"['550g medium-sized banana shallots', '2 tbsp sunflower oil', '2 tsp balsamic vinegar', '1½ tbsp light soft brown sugar', '320g pack ready-rolled puff pastry', 'plain flour, for dusting', '100g vacuum-packed cooked chestnuts, quartered', '2 tsp thyme leaves, plus extra to garnish', 'roasted carrots, to serve', 'steamed cabbage, to serve', 'handful dried mixed mushrooms (you need around 3 tbsp)', '2 tbsp sunflower oil', '140g chestnut mushrooms, sliced', '1 tbsp butter', '1 tbsp plain flour', '3 tbsp madeira']",https://www.bbcgoodfood.com/recipes/chestnut-shallot-tatins-mushroom-madeira-sauce,Take puff pastry and top with banana shallots and ready-cooked chestnuts for these stylish vegetarian tarts – a great dinner party starter,//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/chetnut-shallot-tatins-mushroom-madeira-sauce.jpg?itok=GXXiNMAF,30 mins,5
40 mins,"['Freezable', 'Healthy', 'Vegetarian']", Easy ,"Heat the oil in a large saucepan. Fry the curry paste and onions together over a medium heat for 3 mins, stirring. Add the parsnips, lentils and apple pieces. Pour over the stock and bring to a simmer. Reduce the heat slightly and cook for 30 mins, stirring occasionally, until the parsnips are very soft and the lentils mushy.
Remove from the heat and blitz with a stick blender until smooth. (Or leave to cool for a few minutes, then blend in a food processor.) Adjust the seasoning to taste. Heat through gently, then ladle into deep bowls. Serve with natural yogurt and garnish with fresh coriander, if you like. (For freezing instructions see below left.)","Curried lentil, parsnip & apple soup","['2 tbsp sunflower oil', '3 tbsp medium curry paste', '2 medium onions, roughly chopped', '500g parsnips (around 5 medium parsnips), peeled and cut into chunks', '140g dried red lentils', '2 Bramley apples (about 400g), peeled, cored and cut into chunks', '1½ l vegetable or chicken stock, made with 1 stock cube', 'natural yogurt, to serve (optional)', 'chopped coriander, to serve (optional)']",https://www.bbcgoodfood.com/recipes/curried-lentil-parsnip-apple-soup,"This spicy soup combines red lentils, apples and parsnip for a smooth, warming soup - a low fat meal that you can make ahead and freeze",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/user-collections/my-colelction-image/2015/12/curried-lentil-parsnip-apple-soup.jpg?itok=NpAhQ-Cy,20 mins,4
1 hr,['Vegetarian'], Easy ,"Heat oven to 200C/180C fan/gas 6 Toss the squash in 1 tbsp oil and some seasoning and roast for 20 mins until soft. Meanwhile, fry the onion in the remaining oil for 10-15 mins over a low heat until golden and boil the potatoes for 8 mins until soft. Drain the potatoes and leave the veg to cool.
Reduce oven to 180C/160C fan/gas 4. Line a 20cm x 30cm baking tin with a long double thickness strip of parchment (this will help you to lift out the pie once cooked). Squeeze thetwo blocks of pastry together, then roll out on a floured surface – the pastry should be about the thickness of a £1 coin. Use the pastry to line the tin, leaving any excess pastry hanging over the edges.
Sprinkle the breadcrumbs over the base of the pastry. Layer in the beetroot slices, peppers, squash, onions, feta, potatoes, peas and herbs (in that order for a nice rainbow effect), seasoning well between each layer. Beat the eggs and pour slowly over the filling until most of it has sunk through the layers, saving a little to glaze the top. Brush some egg over the overhanging pastry then lay the rolled pastry sheet on top. Press the pastry sheets together, then use some kitchen scissors to trim the excess pastry, leaving about 2cm. Roll the edges in to seal, then press them firmly with a fork. Brush with egg, sprinkle with seeds, then use the fork prongs to mark out 12 portions. Bake for 1 hr 20 mins until the pastry is golden and crisp. Leave to cool completely before slicing, or chill for up to two days before serving.",Veggie rainbow picnic pie,"['450g butternut squash, peeled, sliced and cut into small chunks', '2 tbsp olive or rapeseed oil', '1 large onion, sliced', '550g small waxy potatoes, peeled and sliced', '2 x 375g blocks all-butter puff pastry', 'flour, for dusting', '1 x 320g ready-rolled sheet all-butter puff pastry', '2 tbsp breadcrumbs', '300g pack cooked beetroot, sliced', '450g jar roasted red peppers, drained', '200g block feta cheese', '150g frozen peas', 'small bunch each parsley and mint, chopped', '10 eggs', '2 tbsp sesame seeds']",https://www.bbcgoodfood.com/recipes/veggie-rainbow-picnic-pie,"Packed with veggies, feta and egg, this vegetarian pastry is part tortilla, part pie. Bursting with summer colours, it'll provide the wow factor at any picnic",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2018/06/veggie-rainbow-picnic-pie.jpg?itok=epfMQnDK,45 mins,5
45 mins,['Vegetarian'], Easy ,"To make the sweet pickled onions, slice one red onion into thin half moons. Put 2 tbsp cider vinegar in a small pan with 1 tbsp sugar and 1 tsp salt. Heat until almost boiling, then pour over the onions and leave for 2 hrs, by which time they will be sweet and crunchy.
To make the roasted veg, heat oven to 180C/160C fan/gas 4. Chop the courgettes, remaining red onion, the red pepper and cauliflower into bite-sized pieces. Tip into a baking tray with the chickpeas, plus 1 tbsp of the starchy water from the can. Pour over a good glug of olive oil, add 2 tsp of the coriander seeds, the garam masala, a sprinkle of salt and pepper, and mix everything together with your hands. Cook in the oven for 45 mins, but give them a good shake after 30.
For the flatbreads, mix the flour with 350g of the yogurt, the remaining 1 tsp coriander seeds, and all the coriander stalks, finely chopped. It will come together quickly into a dough. Take a golf ball-sized chunk and roll it out on a floured board until it’s the thickness of a 20p coin, then dry-fry in a hot frying pan for about a minute on each side. When done, brush each flatbread on one side with some olive oil.
To make the tzatziki, blitz 1/4 of the pot of coconut chunks in a blender until it resembles breadcrumbs, then set aside. Pour the remaining 150g yogurt into a bowl. Finely chop half the mint leaves and add to the bowl along with the juice of 1 lime. Grate in the cucumber and a garlic clove, then add the coconut. Season and mix.
To make the spicy green sauce, put the rest of the coconut chunks in a blender with the rest of the coriander and mint leaves, a peeled clove of garlic, the peeled shallot, chilli, the juice of a lime, 1 tbsp cider vinegar, and 1 tsp brown sugar. Blitz until smooth.
Take a flatbread, load it with a handful of vegetables, then a big spoonful of tzatziki and spicy green sauce, then a sprinkling of sweet pickled onions. Wrap it up, and tuck in.",Vegetarian wraps,"['2 red onion', '3 tbsp cider vinegar', '2 courgettes', '1 large red pepper', '½ cauliflower', '400g can chickpeas', '3 tsp coriander seeds', '2 tsp garam masala', '350g self raising flour', '500g natural yogurt', 'small bunch coriander', '100g pot coconut chunks', 'small bunch mint', '2 limes', '½ cucumber', '2 garlic cloves', '1 shallot', '1 green chilli', 'salt, pepper, sugar and olive oil']",https://www.bbcgoodfood.com/recipes/vegetarian-wrap-four-ways,"Try these flavour-packed veggie wraps filled with pickled onions, roasted veg, coconut tzatziki and spicy green sauce. They will feed four people for under £10 – perfect for a hungry crowd",//www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2018/04/flatbreads.jpg?itok=GoXWwhRQ,40 mins,5
